id,Time,3d_x0,3d_y0,3d_z0,3d_x1,3d_y1,3d_z1,3d_x2,3d_y2,3d_z2,3d_x3,3d_y3,3d_z3,3d_x4,3d_y4,3d_z4,3d_x5,3d_y5,3d_z5,3d_x6,3d_y6,3d_z6,3d_x7,3d_y7,3d_z7,3d_x8,3d_y8,3d_z8,3d_x9,3d_y9,3d_z9,3d_x10,3d_y10,3d_z10,3d_x11,3d_y11,3d_z11,3d_x12,3d_y12,3d_z12,3d_x13,3d_y13,3d_z13,3d_x14,3d_y14,3d_z14,3d_x15,3d_y15,3d_z15,3d_x16,3d_y16,3d_z16,3d_x17,3d_y17,3d_z17,3d_x18,3d_y18,3d_z18,3d_x19,3d_y19,3d_z19,3d_x20,3d_y20,3d_z20,3d_x21,3d_y21,3d_z21,3d_x22,3d_y22,3d_z22,3d_x23,3d_y23,3d_z23,3d_x24,3d_y24,3d_z24,3d_x25,3d_y25,3d_z25,3d_x26,3d_y26,3d_z26,3d_x27,3d_y27,3d_z27,3d_x28,3d_y28,3d_z28,3d_x29,3d_y29,3d_z29,3d_x30,3d_y30,3d_z30,3d_x31,3d_y31,3d_z31,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
202,2021-07-26 15:58:30.4,-440.587,131.738,1214.86,-456.131,-25.4495,1160.33,-452.36699999999996,-151.14600000000002,1115.26,-386.241,-319.6,1022.52,-391.467,-305.268,1065.82,-343.509,-329.846,1188.39,-183.457,-129.172,1221.64,-8.99628,-75.2231,1103.97,73.8184,-59.3421,1071.98,173.115,-41.9164,1063.08,94.6142,-49.7,1029.24,-404.66,-279.061,1010.04,-398.966,-213.796,905.7280000000001,-426.352,32.279,996.546,-220.06799999999998,33.7657,1072.96,-165.081,62.3041,1147.74,-118.28399999999999,117.198,1216.25,-140.533,53.3762,1157.37,-433.273,103.209,1295.02,-87.4925,208.275,1394.99,-259.357,515.077,1326.08,-157.724,647.5269999999999,1272.07,-447.181,157.463,1142.57,-105.01100000000001,251.40900000000002,1022.62,-258.651,544.931,1168.8,-195.516,689.77,1135.66,-350.10900000000004,-377.309,987.625,-202.135,-375.63300000000004,960.186,-222.862,-420.852,976.7389999999999,-316.793,-451.469,1042.6,-228.50400000000002,-404.035,931.095,-345.551,-411.958,895.086,-0.7585248,-6.118448,7.7982087,0.63,-0.49,0.35
203,2021-07-26 15:58:30.5,-439.569,129.476,1211.37,-453.029,-26.432,1156.72,-448.00199999999995,-150.734,1111.07,-385.02,-318.992,1019.37,-389.474,-304.427,1062.28,-341.995,-328.158,1184.03,-183.484,-129.813,1222.15,-10.1372,-75.5757,1106.2,71.8047,-60.3939,1073.65,170.085,-42.41,1063.84,93.2256,-53.6885,1031.69,-403.16,-278.728,1006.95,-396.973,-212.127,904.7,-425.89300000000003,31.4085,995.7560000000001,-221.597,35.0447,1072.37,-168.433,57.3567,1149.54,-119.689,106.45299999999999,1219.9,-143.458,51.1647,1156.4,-429.157,100.865,1290.42,-86.4443,208.695,1386.69,-257.562,514.437,1326.7,-158.217,647.121,1273.59,-448.957,155.275,1140.08,-110.20299999999999,255.275,1024.78,-259.885,548.177,1169.12,-192.365,685.7710000000001,1122.71,-350.119,-376.759,984.654,-202.71,-376.66900000000004,960.998,-224.16,-421.335,976.785,-319.223,-450.834,1039.76,-228.47099999999998,-404.471,931.435,-343.76,-410.934,892.895,-0.92602235,-6.2691956,7.657032000000001,0.49,2.1,-0.91
204,2021-07-26 15:58:30.7,-439.55300000000005,129.486,1211.31,-453.039,-26.429000000000002,1156.65,-448.042,-150.739,1111.0,-385.152,-318.959,1019.12,-389.587,-304.427,1062.06,-342.055,-328.24699999999996,1183.78,-183.387,-130.016,1221.96,-10.1065,-75.7482,1105.89,71.7886,-60.5522,1073.22,170.065,-42.5962,1063.25,92.9485,-53.5616,1031.05,-403.283,-278.675,1006.75,-397.038,-211.87599999999998,904.618,-425.625,31.5372,996.163,-221.332,34.9473,1072.84,-168.157,57.0884,1150.06,-119.39,106.008,1220.54,-143.13,50.9539,1156.83,-429.13699999999994,100.868,1290.37,-86.4071,208.7,1386.68,-257.652,514.389,1326.63,-158.548,647.1759999999999,1273.28,-448.94599999999997,155.292,1140.02,-110.147,254.989,1024.5,-259.43,548.159,1168.78,-191.829,685.7360000000001,1122.39,-350.283,-376.716,984.35,-203.00799999999998,-376.465,959.81,-224.33599999999998,-421.191,975.605,-319.008,-450.926,1039.07,-228.93099999999998,-404.20599999999996,930.323,-344.452,-410.64,892.455,-0.8877371999999999,-6.144768,7.642675,-0.63,-0.56,-2.03
205,2021-07-26 15:58:30.8,-441.131,131.523,1215.37,-455.69800000000004,-25.8867,1161.41,-450.876,-151.53799999999998,1116.46,-387.527,-319.552,1021.18,-391.88599999999997,-305.559,1064.67,-341.778,-329.93699999999995,1186.36,-183.36900000000003,-128.622,1222.72,-8.71515,-75.5104,1105.11,74.0967,-60.795,1072.65,173.16400000000002,-42.5877,1063.19,94.2928,-52.0941,1029.54,-405.897,-278.808,1009.37,-399.889,-213.179,905.3639999999999,-425.155,33.0142,996.196,-220.308,35.9017,1076.12,-165.665,51.8896,1154.74,-112.04299999999999,95.1266,1226.47,-143.31,51.1083,1158.28,-431.963,103.243,1295.4,-86.9978,209.428,1396.48,-259.492,515.694,1327.44,-157.415,647.42,1272.72,-449.398,157.025,1143.2,-110.86,263.308,1023.67,-260.42900000000003,556.712,1173.93,-188.297,695.563,1134.43,-352.409,-377.168,985.177,-205.19400000000002,-375.856,954.175,-225.66299999999998,-421.069,971.002,-318.041,-451.681,1038.95,-232.34900000000002,-404.01599999999996,925.6060000000001,-350.218,-411.36699999999996,892.423,-0.76331043,-6.312266,7.7001032999999985,-1.26,-4.34,-1.05
206,2021-07-26 15:58:31.2,-441.70300000000003,131.602,1212.39,-456.67900000000003,-25.3663,1158.09,-452.668,-150.713,1112.84,-388.167,-319.491,1020.43,-392.815,-304.932,1063.62,-343.13699999999994,-328.49199999999996,1185.41,-182.97,-129.203,1222.27,-9.0898,-75.4137,1104.46,73.7936,-60.9564,1072.47,172.753,-42.8209,1063.5,94.1072,-52.1948,1029.6,-406.62300000000005,-279.064,1007.97,-400.04699999999997,-213.274,904.327,-424.56300000000005,32.5696,995.084,-220.812,36.5693,1076.77,-165.40400000000002,51.5828,1154.86,-109.76299999999999,93.6608,1225.5,-143.96200000000002,50.3836,1158.55,-432.296,103.10600000000001,1292.16,-86.7097,208.19400000000002,1389.99,-258.933,514.742,1324.6,-156.796,646.4159999999999,1270.78,-450.186,157.297,1140.45,-109.35,255.956,1022.81,-258.945,551.076,1168.2,-187.09799999999998,687.072,1120.22,-352.657,-377.355,985.4780000000001,-205.942,-375.78,953.312,-226.199,-421.01099999999997,970.0880000000001,-317.836,-451.94800000000004,1038.56,-233.265,-403.79699999999997,924.895,-351.21,-411.099,892.712,-0.6675976,-6.3266230000000006,7.7288165,-3.57,-5.39,-0.63
207,2021-07-26 15:58:31.1,-441.98400000000004,131.224,1213.47,-457.621,-25.4006,1158.32,-454.028,-150.6,1112.59,-387.13,-318.494,1020.22,-392.535,-304.211,1063.43,-345.319,-326.908,1186.37,-183.153,-128.97299999999998,1221.96,-8.55162,-75.4903,1105.04,74.1508,-60.6818,1072.71,173.114,-42.6991,1063.36,94.8659,-52.2105,1030.25,-405.619,-278.095,1007.7,-398.741,-212.63400000000001,903.862,-423.94800000000004,32.4993,996.4119999999999,-220.263,36.2001,1078.34,-164.827,52.7173,1156.12,-108.77799999999999,96.0799,1225.67,-142.591,51.8047,1159.03,-433.844,102.31700000000001,1293.25,-88.1404,207.76,1390.43,-259.108,515.375,1326.57,-157.357,647.001,1271.84,-449.32300000000004,157.29,1141.53,-108.758,254.05,1021.43,-256.802,549.828,1167.17,-188.085,689.4910000000001,1125.49,-350.74800000000005,-375.963,985.5,-203.815,-375.608,954.23,-224.31599999999997,-420.355,971.99,-316.482,-449.329,1040.63,-231.048,-404.241,926.3380000000001,-348.824,-411.996,893.597,-0.7393821999999999,-6.080163,7.668997,-1.6800001,2.1,-1.4
208,2021-07-26 15:58:31.3,-441.022,131.3,1212.14,-456.99300000000005,-25.8006,1158.35,-454.462,-151.365,1113.47,-387.76,-319.33799999999997,1021.01,-392.86800000000005,-304.95099999999996,1064.23,-344.832,-326.95799999999997,1187.01,-182.935,-128.689,1222.36,-8.55372,-75.4579,1104.92,74.3247,-60.6579,1072.99,173.38099999999997,-42.8086,1064.15,94.7151,-52.2005,1029.56,-406.47900000000004,-279.022,1008.53,-400.158,-213.204,904.846,-423.286,32.7923,995.796,-219.99900000000002,36.7072,1078.82,-164.62,51.5308,1157.0,-107.00200000000001,92.945,1226.49,-142.87,51.6651,1158.88,-431.227,102.971,1291.96,-86.1521,208.611,1391.44,-258.889,515.2230000000001,1327.1,-157.555,647.237,1272.42,-449.855,156.845,1140.17,-109.523,258.389,1023.15,-258.921,552.665,1170.72,-188.59900000000002,691.732,1129.6,-351.468,-376.8,986.15,-204.878,-375.625,953.183,-224.998,-420.59,970.8639999999999,-316.267,-450.43,1040.37,-232.322,-404.17800000000005,925.3989999999999,-350.463,-412.18300000000005,893.957,-0.689133,-6.0993047,7.764710000000001,2.03,2.66,0.49
209,2021-07-26 15:58:31.4,-440.23800000000006,130.291,1211.76,-456.17900000000003,-26.1608,1157.96,-453.214,-151.162,1113.0,-385.82,-317.683,1020.05,-390.87300000000005,-303.543,1063.17,-342.254,-328.36199999999997,1184.65,-183.668,-129.189,1222.88,-10.1484,-75.8046,1105.69,72.0363,-59.0055,1073.89,171.00900000000001,-43.0551,1064.74,94.2061,-52.8073,1030.31,-404.80800000000005,-277.61,1007.82,-399.653,-212.33700000000002,904.2639999999999,-423.291,32.2041,996.206,-220.72,36.6968,1078.82,-166.452,51.6895,1157.31,-110.84,93.4127,1227.72,-143.583,51.1693,1159.44,-430.2,101.95,1291.21,-86.6919,209.50900000000001,1388.87,-259.888,514.573,1325.71,-158.748,646.382,1272.25,-449.289,155.84799999999998,1140.12,-109.921,258.158,1025.37,-259.197,552.7330000000001,1169.17,-186.75599999999997,687.3539999999999,1120.03,-349.351,-374.536,984.987,-203.315,-375.14599999999996,952.058,-223.577,-419.264,971.091,-314.619,-446.32599999999996,1041.29,-230.81900000000002,-404.316,925.301,-348.583,-412.681,894.294,-0.8542377,-6.2404814,7.525427,-0.14,-0.14,-1.47
210,2021-07-26 15:58:31.6,-440.89,130.27100000000002,1214.89,-454.445,-26.9717,1159.76,-448.728,-152.373,1113.88,-383.73699999999997,-320.203,1019.02,-388.594,-306.257,1062.51,-340.03,-331.25699999999995,1184.83,-184.75,-128.006,1225.25,-10.6574,-75.3974,1106.25,72.2441,-61.1822,1073.58,171.325,-42.7119,1063.86,90.9318,-51.4741,1029.19,-402.152,-279.481,1007.05,-396.19800000000004,-212.93200000000002,903.4989999999999,-423.67699999999996,32.3698,996.72,-217.495,34.8393,1073.69,-163.958,53.0288,1152.7,-106.919,97.204,1221.26,-140.755,52.5008,1154.21,-431.685,101.45700000000001,1294.8,-87.9222,209.78,1398.85,-259.46299999999997,516.286,1326.98,-157.446,647.702,1270.94,-449.191,156.254,1142.83,-110.57700000000001,264.39,1024.18,-260.923,557.469,1175.04,-188.385,696.297,1135.64,-348.01199999999994,-377.704,983.2869999999999,-200.861,-376.445,951.37,-220.408,-420.376,972.321,-311.966,-446.504,1043.36,-227.623,-407.57800000000003,925.582,-345.57599999999996,-420.07,893.8810000000001,-0.82073814,-6.252446,7.604389999999999,0.21000001,1.12,-0.84000003
211,2021-07-26 15:58:31.7,-434.939,125.68700000000001,1214.17,-444.408,-30.2389,1155.84,-436.714,-154.262,1107.57,-378.23699999999997,-325.732,1016.17,-382.139,-310.687,1059.27,-332.913,-333.875,1181.29,-186.56799999999998,-126.65899999999999,1229.83,-14.0833,-75.8831,1108.73,68.0929,-60.8736,1075.24,166.78,-42.2946,1064.49,86.5177,-52.2401,1029.94,-395.471,-284.843,1003.49,-389.471,-217.545,900.81,-424.72900000000004,26.255,993.427,-213.334,24.7661,1052.6,-165.46599999999998,51.9119,1132.36,-110.48299999999999,102.26700000000001,1197.9,-135.851,49.8483,1129.66,-425.209,95.5047,1293.28,-85.7288,211.42700000000002,1399.69,-258.809,516.128,1328.44,-157.72799999999998,647.326,1271.61,-443.713,152.904,1142.84,-107.23899999999999,266.742,1026.51,-260.973,557.599,1176.0,-188.47299999999998,694.562,1131.98,-344.82300000000004,-384.974,981.4860000000001,-198.08700000000002,-383.05400000000003,949.5210000000001,-217.113,-426.48199999999997,971.6310000000001,-308.123,-451.538,1043.25,-224.463,-415.083,924.684,-341.98900000000003,-429.644,893.507,-0.5455635,-6.6568320000000005,7.9657063,6.93,-0.77,10.15
212,2021-07-26 15:58:31.9,-431.467,122.88600000000001,1212.8,-442.61400000000003,-33.1325,1155.01,-431.085,-156.683,1106.28,-370.62699999999995,-328.749,1017.31,-373.408,-312.643,1060.11,-319.409,-338.69599999999997,1179.52,-178.972,-130.322,1239.29,-12.9334,-75.3496,1111.2,68.3422,-60.2297,1075.62,166.888,-42.5566,1062.33,85.9133,-51.56399999999999,1029.85,-389.60400000000004,-288.77299999999997,1004.21,-398.087,-236.453,893.306,-410.934,18.8753,955.798,-192.90900000000002,-5.29769,964.42,-141.328,-27.5637,1043.38,-78.3552,-23.7276,1120.03,-105.13,-32.2427,1029.59,-420.00300000000004,92.8307,1291.73,-80.6819,208.13400000000001,1399.34,-255.297,512.354,1329.76,-158.62,646.434,1271.99,-441.80400000000003,149.988,1141.64,-107.22200000000001,266.945,1022.94,-258.881,557.187,1175.73,-188.64700000000002,696.456,1135.41,-336.659,-387.879,982.9680000000001,-190.518,-407.199,954.2,-214.59900000000002,-444.714,981.58,-308.312,-449.11,1053.96,-220.308,-439.094,933.372,-338.556,-444.22,901.936,-0.79441714,-5.819344999999998,8.116454,0.35,-6.02,0.7
213,2021-07-26 15:58:32.6,-432.311,117.645,1217.03,-454.426,-41.1552,1162.11,-438.309,-166.43400000000003,1113.1,-375.71,-345.57800000000003,1032.33,-378.52099999999996,-326.829,1074.86,-319.35900000000004,-354.015,1194.03,-173.75,-139.653,1235.96,-12.8969,-74.6302,1100.16,72.3188,-64.3458,1068.54,173.709,-50.6487,1060.26,106.49,-68.7668,1051.69,-395.385,-305.915,1016.85,-411.785,-257.745,902.7510000000001,-342.735,-0.485757,878.3839999999999,-124.351,-41.696000000000005,858.607,-62.1784,-71.16,929.0830000000001,13.6378,-70.7652,995.6519999999999,-13.7394,-84.9289,870.832,-418.705,88.0016,1297.27,-70.797,208.08900000000003,1393.0,-258.306,512.7080000000001,1328.65,-157.704,648.275,1272.33,-444.58099999999996,144.376,1144.67,-108.055,260.177,1011.79,-259.587,553.758,1172.22,-188.253,697.1519999999999,1138.18,-340.80400000000003,-407.24300000000005,1000.7,-194.679,-404.976,956.617,-211.64,-448.455,982.0939999999999,-297.871,-472.16900000000004,1062.74,-222.94299999999998,-438.70099999999996,934.7239999999999,-344.29,-455.858,913.008,-0.6269195,-6.391229,7.9920273,-3.3600001000000006,-5.81,0.7
214,2021-07-26 15:58:32.2,-435.959,114.053,1215.92,-456.043,-45.9629,1161.61,-435.45300000000003,-171.227,1112.69,-378.209,-354.89599999999996,1036.05,-381.60699999999997,-335.36400000000003,1078.39,-327.876,-356.491,1201.92,-162.483,-153.91299999999998,1234.87,-8.22724,-70.1961,1100.19,79.2805,-61.8475,1073.56,180.641,-43.4987,1070.05,76.5051,-56.6984,1001.2,-395.58,-314.436,1019.34,-403.64,-262.008,905.665,-284.344,-37.5639,818.9119999999999,-61.7209,-17.8549,803.385,36.2148,-21.4835,816.643,136.185,-8.399989999999999,806.7360000000001,50.7864,-43.8085,793.799,-421.741,84.87799999999999,1296.61,-70.9908,202.217,1391.6,-256.125,509.733,1325.72,-158.153,649.624,1273.15,-448.781,140.361,1143.16,-111.689,258.03,1008.9,-260.073,553.946,1171.42,-188.169,698.738,1141.51,-344.983,-418.782,1006.29,-200.287,-409.17699999999996,956.66,-214.424,-454.034,981.926,-296.749,-483.217,1065.55,-227.99,-443.82199999999995,935.035,-349.717,-465.974,917.418,-0.8709875,-5.8121667,7.8436728,-0.63,1.75,-1.61
215,2021-07-26 15:58:32.3,-437.68699999999995,117.667,1215.14,-455.379,-42.957,1159.97,-432.903,-168.196,1110.52,-376.82,-353.403,1034.81,-380.474,-333.635,1077.2,-329.35,-356.99300000000005,1201.94,-162.217,-154.5,1233.87,-6.962389999999999,-71.2714,1098.78,85.1399,-74.5817,1098.18,185.274,-61.7526,1120.64,76.9187,-53.663999999999994,1018.22,-393.57,-312.649,1017.73,-398.181,-261.371,902.868,-273.847,-37.3632,819.262,-50.6996,-15.6251,802.8910000000001,43.8998,-4.790769999999999,830.8380000000001,144.22799999999998,11.5823,830.9989999999999,60.5076,-46.5408,810.3389999999999,-423.342,88.2923,1296.06,-70.6643,201.903,1393.68,-257.593,509.481,1326.23,-157.42700000000002,648.1080000000001,1272.38,-450.62199999999996,144.156,1142.18,-110.262,263.059,1013.65,-261.52099999999996,558.3480000000001,1177.53,-186.419,699.007,1135.22,-343.91900000000004,-417.994,1005.51,-199.032,-408.26800000000003,954.8480000000001,-212.903,-453.085,980.7130000000001,-294.947,-481.876,1065.34,-226.80599999999998,-443.351,933.637,-348.952,-466.23199999999997,916.827,-0.6867401,-6.0993047,7.913064500000001,1.61,-2.1,1.19
216,2021-07-26 15:58:32.5,-441.663,124.90299999999999,1217.59,-456.501,-37.6801,1161.02,-431.785,-164.52,1112.22,-375.20300000000003,-352.469,1036.83,-379.57,-332.409,1079.63,-330.961,-352.534,1207.69,-147.006,-159.231,1228.23,6.48665,-72.0102,1089.34,95.1343,-58.585,1063.68,190.438,-18.4056,1047.74,111.506,-54.0302,1023.64,-391.439,-311.092,1019.19,-392.134,-254.975,904.8580000000001,-253.64,-34.4527,823.9119999999999,-28.5796,-5.286519999999999,808.428,69.672,-12.0866,828.0010000000001,171.93599999999998,-1.6209,824.35,84.8816,-25.7167,813.7280000000001,-431.07199999999995,95.2304,1300.09,-67.4037,188.935,1396.47,-250.687,503.64099999999996,1328.16,-153.459,648.2669999999999,1277.67,-451.213,151.66,1143.2,-103.68700000000001,257.664,1009.07,-261.079,555.315,1172.88,-188.362,702.444,1142.38,-341.915,-418.13800000000003,1007.88,-195.34799999999998,-406.44,956.882,-209.377,-452.728,981.3610000000001,-292.332,-485.0,1065.92,-223.482,-441.10900000000004,934.137,-347.101,-463.575,916.3860000000001,-0.957129,-6.0753765,7.7958164,-9.45,1.54,-9.87
218,2021-07-26 15:58:32.8,-450.44300000000004,124.98,1221.68,-462.292,-39.4117,1166.39,-434.626,-166.482,1117.37,-374.399,-353.6,1039.17,-378.78,-333.912,1082.46,-327.911,-351.52099999999996,1210.94,-141.624,-157.83700000000002,1228.1,12.4838,-72.9645,1086.23,105.65299999999999,-71.6969,1075.17,206.183,-41.9865,1065.3,134.54,-74.0705,1051.41,-391.82,-312.175,1021.98,-392.965,-253.481,908.068,-243.06099999999998,-39.927,823.189,-18.1273,-1.1022,806.498,81.7514,-3.9765900000000003,821.435,183.13099999999997,16.6926,818.945,96.4603,-10.0235,798.443,-436.30300000000005,96.1024,1304.51,-67.6739,182.03400000000002,1398.9,-248.266,500.175,1327.03,-154.471,648.9830000000001,1278.21,-463.19300000000004,151.02100000000002,1146.99,-112.954,249.75,1007.57,-260.746,554.425,1172.69,-188.502,703.091,1142.89,-339.786,-418.658,1009.08,-192.077,-404.041,959.21,-205.804,-451.27099999999996,982.7819999999999,-289.52299999999997,-486.481,1066.52,-219.767,-438.79699999999997,935.4,-343.712,-462.564,916.082,-0.62931234,-6.2165527,7.826923,-2.94,-4.41,-0.77
219,2021-07-26 15:58:32.9,-455.56,129.881,1220.1,-466.46,-36.571,1166.78,-437.70300000000003,-164.49,1117.69,-375.975,-352.81699999999995,1039.35,-379.663,-332.611,1082.86,-327.699,-350.962,1211.9,-139.804,-156.018,1228.38,15.7757,-71.6125,1085.19,109.645,-71.2297,1074.12,211.113,-42.2646,1063.4,135.869,-72.9102,1045.84,-394.58,-311.54200000000003,1022.05,-397.458,-253.795,906.635,-243.72,-39.6016,823.72,-17.604,2.2021,807.097,82.3953,-7.673369999999999,823.2239999999999,185.257,8.93698,826.783,97.7207,-10.4117,797.5930000000001,-437.39099999999996,102.071,1303.21,-65.5669,178.435,1404.87,-244.082,501.783,1336.91,-151.796,648.867,1276.37,-471.94300000000004,154.958,1145.15,-114.47200000000001,246.768,1011.46,-261.68,555.789,1175.34,-185.872,702.676,1139.26,-340.815,-418.11300000000006,1008.86,-191.826,-403.73199999999997,959.1160000000001,-205.639,-450.986,983.505,-290.275,-485.42,1067.98,-219.511,-439.176,935.5269999999999,-344.20599999999996,-463.75,915.841,-0.94277215,-6.053841,7.709675,-0.35,0.91,-1.26
220,2021-07-26 15:58:33.1,-454.964,129.683,1221.22,-466.345,-36.6091,1167.43,-437.49699999999996,-164.423,1118.06,-375.86300000000006,-353.0,1040.17,-379.634,-332.716,1083.64,-328.901,-351.353,1213.16,-140.10299999999998,-157.204,1229.29,15.9408,-72.7805,1086.57,109.62799999999999,-71.4111,1074.03,211.041,-42.0705,1063.67,132.018,-73.4964,1038.86,-394.356,-311.716,1022.76,-397.53,-253.817,907.4060000000001,-244.043,-38.7716,826.123,-17.5386,0.9948110000000001,809.36,82.6689,-9.1473,824.051,185.53400000000002,7.652769999999999,826.9739999999999,97.6409,-11.0097,796.829,-437.223,101.585,1304.33,-66.6548,179.234,1409.75,-244.07,502.847,1339.92,-151.911,648.721,1276.26,-470.961,155.02,1146.26,-114.665,247.555,1009.81,-261.507,555.886,1175.43,-186.108,702.988,1139.26,-340.725,-418.41,1009.88,-191.945,-403.834,959.5010000000001,-205.718,-451.288,983.538,-289.998,-486.34,1068.14,-219.81400000000002,-439.022,935.7330000000001,-344.666,-463.209,916.457,-0.64606214,-6.3864436,7.9800634000000015,14.63,6.7200003,3.85
221,2021-07-26 15:58:33.2,-454.75800000000004,130.279,1219.45,-467.61699999999996,-36.2845,1167.25,-438.38,-163.96599999999998,1118.05,-375.80699999999996,-351.69199999999995,1039.25,-379.37300000000005,-331.55,1082.77,-327.53700000000003,-351.452,1211.55,-139.241,-157.064,1227.57,16.3144,-72.1432,1084.85,110.26299999999999,-71.4338,1074.98,211.62900000000002,-42.1707,1064.68,133.514,-73.2065,1042.03,-394.80400000000003,-310.565,1022.1,-396.978,-252.315,907.0,-244.483,-36.4487,826.67,-17.5796,-0.0429542,809.811,82.6374,-9.79751,824.2180000000001,185.196,8.0909,828.568,97.8333,-10.17,796.648,-435.275,102.803,1302.33,-65.0405,185.993,1403.61,-248.268,508.654,1347.01,-153.066,649.994,1278.18,-472.32599999999996,155.056,1144.73,-114.885,248.64,1012.82,-262.093,556.754,1177.93,-184.40400000000002,700.998,1136.08,-340.381,-416.67800000000005,1008.52,-191.21400000000003,-407.898,958.283,-206.612,-454.463,982.9780000000001,-292.107,-485.35900000000004,1067.85,-220.199,-442.45099999999996,934.997,-345.681,-462.67800000000005,915.832,-1.1054841,-5.405386,8.55434,21.28,16.31,-3.29
222,2021-07-26 15:58:33.4,-453.51599999999996,127.645,1218.71,-466.55800000000005,-38.2398,1167.14,-438.26199999999994,-165.541,1118.26,-374.708,-351.565,1038.9,-378.606,-331.838,1082.33,-325.903,-351.538,1210.08,-140.47899999999998,-156.233,1226.97,16.0772,-72.6312,1086.29,109.434,-70.7822,1075.25,209.62599999999998,-42.1517,1058.69,129.716,-73.0211,1040.68,-393.68800000000005,-310.592,1022.01,-395.6,-251.416,908.059,-243.68200000000002,-37.0572,827.045,-17.6189,-2.3258799999999997,810.102,82.3915,-9.92613,823.8689999999999,184.065,10.1178,827.9060000000001,97.4946,-9.85688,797.5310000000001,-433.5,100.46,1301.09,-64.1152,184.63099999999997,1397.43,-246.47799999999998,505.14,1337.54,-151.33,649.2909999999999,1277.3,-471.566,152.159,1144.42,-118.677,248.886,1008.06,-262.046,556.18,1174.0,-185.532,701.88,1138.74,-338.98800000000006,-415.88,1008.08,-190.822,-407.959,957.06,-206.017,-453.92800000000005,982.418,-290.611,-483.376,1067.86,-219.825,-442.67800000000005,934.573,-344.84,-463.029,916.555,-3.3595228,-7.0229344,10.1288185,-12.95,-38.85,-76.79
223,2021-07-26 15:58:33.5,-455.131,129.941,1217.4,-467.038,-36.556,1165.62,-437.207,-163.77,1116.14,-374.291,-351.51300000000003,1038.51,-377.97,-331.19300000000004,1081.85,-326.981,-351.778,1210.65,-140.819,-155.968,1227.56,15.8725,-72.354,1085.85,109.491,-71.2483,1074.34,209.433,-42.3563,1054.81,130.35,-73.5891,1041.41,-393.284,-310.558,1021.14,-395.719,-252.639,906.0939999999999,-243.96,-36.4311,826.679,-17.0664,-1.9024,810.363,83.3181,-10.2518,823.3689999999999,185.585,8.76712,825.671,98.0148,-10.6905,797.607,-434.131,102.79,1299.87,-64.3212,183.78099999999998,1402.26,-247.149,504.969,1339.91,-153.308,648.683,1274.95,-474.06800000000004,154.423,1143.04,-117.448,246.745,1009.74,-261.871,555.559,1174.73,-185.851,702.4780000000001,1140.88,-338.76,-416.50199999999995,1008.21,-189.22099999999998,-409.781,959.51,-205.343,-455.88,984.44,-291.89799999999997,-485.027,1068.59,-218.291,-444.194,936.283,-343.596,-463.244,916.044,-3.7328033,-4.017549,8.207381,7.84,-38.01,-132.79
224,2021-07-26 15:58:33.7,-453.5,127.693,1218.8,-467.0,-38.2403,1167.04,-436.477,-164.68099999999998,1116.97,-376.26300000000003,-352.663,1039.19,-379.48400000000004,-332.35900000000004,1082.45,-328.348,-349.96,1211.26,-138.817,-158.266,1227.31,15.1514,-72.4345,1084.84,108.80799999999999,-71.4255,1075.78,210.232,-44.0675,1065.06,136.67,-69.3287,1052.81,-394.825,-311.59,1021.97,-395.38599999999997,-252.085,908.063,-240.229,-41.3291,823.092,-14.6225,-2.63577,806.194,84.1907,-10.3969,827.201,187.16099999999997,2.60905,827.9169999999999,99.3599,-19.5002,807.557,-432.11800000000005,100.354,1300.87,-65.0824,187.035,1404.9,-247.24400000000003,508.495,1347.72,-153.299,649.602,1278.59,-472.781,152.346,1144.8,-118.12100000000001,247.02,1010.73,-261.619,555.433,1175.15,-185.565,700.938,1137.54,-341.72,-417.892,1008.79,-194.274,-407.05300000000005,955.8710000000001,-207.922,-452.86800000000005,982.453,-290.803,-482.69699999999995,1069.56,-222.56400000000002,-443.091,934.4889999999999,-347.25,-467.30300000000005,918.35,2.8115666,-1.9740788,6.996613000000001,-4.34,-89.67,116.97
