id,Time,3d_x0,3d_y0,3d_z0,3d_x1,3d_y1,3d_z1,3d_x2,3d_y2,3d_z2,3d_x3,3d_y3,3d_z3,3d_x4,3d_y4,3d_z4,3d_x5,3d_y5,3d_z5,3d_x6,3d_y6,3d_z6,3d_x7,3d_y7,3d_z7,3d_x8,3d_y8,3d_z8,3d_x9,3d_y9,3d_z9,3d_x10,3d_y10,3d_z10,3d_x11,3d_y11,3d_z11,3d_x12,3d_y12,3d_z12,3d_x13,3d_y13,3d_z13,3d_x14,3d_y14,3d_z14,3d_x15,3d_y15,3d_z15,3d_x16,3d_y16,3d_z16,3d_x17,3d_y17,3d_z17,3d_x18,3d_y18,3d_z18,3d_x19,3d_y19,3d_z19,3d_x20,3d_y20,3d_z20,3d_x21,3d_y21,3d_z21,3d_x22,3d_y22,3d_z22,3d_x23,3d_y23,3d_z23,3d_x24,3d_y24,3d_z24,3d_x25,3d_y25,3d_z25,3d_x26,3d_y26,3d_z26,3d_x27,3d_y27,3d_z27,3d_x28,3d_y28,3d_z28,3d_x29,3d_y29,3d_z29,3d_x30,3d_y30,3d_z30,3d_x31,3d_y31,3d_z31,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
116,2021-07-26 15:58:17.1,-396.846,103.613,1241.11,-410.72900000000004,-60.6469,1219.77,-392.575,-190.797,1200.02,-332.533,-382.384,1175.42,-348.57199999999995,-356.81800000000004,1209.69,-362.774,-348.077,1341.83,-366.19699999999995,-202.476,1554.15,-159.773,-182.993,1615.03,-97.2971,-217.731,1669.24,-11.1935,-238.66299999999998,1717.03,-100.339,-253.921,1708.72,-338.191,-345.17800000000005,1148.96,-318.022,-296.949,1038.14,-251.435,-43.792,1055.46,-95.4265,-70.6328,1206.55,-25.3462,-86.8053,1271.04,61.1507,-86.8985,1319.11,-12.2664,-129.69299999999998,1274.26,-388.68199999999996,92.0411,1324.87,-49.4193,212.894,1421.93,-240.935,502.56,1341.41,-158.542,644.316,1281.56,-404.209,114.04799999999999,1165.57,-106.465,264.272,999.423,-256.752,548.5419999999999,1161.78,-200.748,696.415,1133.74,-298.505,-450.152,1168.93,-172.93,-465.98400000000004,1248.9,-208.264,-504.18699999999995,1252.31,-325.517,-511.366,1240.03,-179.331,-498.167,1213.58,-242.80599999999998,-505.42900000000003,1109.57,1.1940185,-5.2833524,8.236094999999999,-3.78,-2.73,-0.07
117,2021-07-26 15:58:17.2,-396.186,103.821,1238.25,-411.286,-60.7064,1218.37,-394.249,-191.387,1200.17,-334.50800000000004,-383.395,1176.22,-350.81699999999995,-357.73199999999997,1210.36,-365.402,-349.80199999999996,1342.66,-366.774,-203.965,1555.2,-159.97,-183.28900000000002,1615.27,-89.0997,-225.328,1651.01,0.201077,-246.91099999999997,1692.46,-75.8179,-247.62400000000002,1690.63,-339.79900000000004,-346.144,1149.66,-318.844,-297.172,1039.16,-251.382,-43.8748,1055.55,-95.96600000000001,-70.9626,1207.56,-25.3356,-86.6005,1271.75,61.7613,-86.7181,1318.96,-12.3821,-129.305,1275.29,-389.22,93.021,1322.33,-49.698,211.574,1422.89,-240.11599999999999,501.829,1340.11,-158.423,644.873,1281.8,-402.468,113.56,1162.44,-101.70700000000001,263.199,1000.29,-256.193,547.094,1160.26,-199.21900000000002,694.312,1129.78,-300.595,-451.351,1170.09,-173.822,-465.79699999999997,1248.74,-208.465,-504.714,1252.07,-325.82,-513.895,1240.84,-179.99900000000002,-497.736,1213.09,-244.435,-505.014,1109.5,1.091127,-5.146961,8.097311999999999,1.4,3.22,-5.7400002
118,2021-07-26 15:58:17.3,-397.014,103.795,1239.52,-410.64099999999996,-60.7316,1219.1,-392.82800000000003,-191.22,1200.64,-333.14,-383.30400000000003,1177.85,-349.69,-357.514,1211.76,-365.92800000000005,-349.415,1343.81,-367.79699999999997,-203.843,1556.4,-160.403,-182.611,1613.89,-99.1158,-217.31,1669.58,-14.1216,-238.046,1719.55,-98.3766,-247.36599999999999,1710.13,-338.167,-346.153,1151.13,-315.374,-297.983,1040.69,-251.595,-43.746,1055.61,-95.4471,-70.3962,1206.83,-25.4152,-86.4327,1271.51,60.4978,-84.9078,1320.74,-12.3865,-129.248,1275.91,-390.34,92.8158,1323.56,-50.4574,211.622,1422.05,-240.826,502.411,1341.65,-158.66299999999998,644.956,1282.98,-403.032,113.696,1163.73,-102.10799999999999,260.99,1000.07,-255.455,546.102,1158.65,-199.864,693.878,1128.65,-299.269,-451.293,1172.24,-172.29,-467.19699999999995,1250.16,-206.783,-506.283,1252.64,-324.092,-515.578,1241.5,-178.455,-498.279,1213.78,-243.11700000000002,-503.277,1110.26,1.1389836000000002,-5.6063833,8.068598,-4.83,-1.75,-1.75
119,2021-07-26 15:58:17.5,-397.754,103.863,1241.31,-410.559,-60.6677,1220.2,-392.221,-191.01,1201.09,-331.51199999999994,-382.645,1176.98,-347.899,-357.086,1211.15,-362.269,-349.327,1343.46,-365.92800000000005,-203.03799999999998,1555.58,-158.82,-183.989,1614.96,-78.8491,-219.78099999999998,1634.64,19.9385,-237.16400000000002,1644.27,-46.3285,-224.92700000000002,1653.64,-337.041,-345.42199999999997,1150.45,-316.719,-296.156,1039.99,-252.199,-42.2316,1057.51,-95.7637,-71.9436,1207.91,-25.3362,-85.7583,1272.7,62.3706,-87.4297,1318.69,-12.8364,-128.929,1275.74,-390.68300000000005,92.5417,1325.29,-50.7177,212.84599999999998,1421.87,-242.11599999999999,502.293,1338.88,-158.018,644.567,1282.25,-404.129,114.072,1165.58,-105.68299999999999,263.372,999.0980000000001,-257.07099999999997,548.1669999999999,1160.24,-200.19799999999998,695.847,1132.09,-297.255,-450.402,1170.78,-171.775,-466.284,1251.14,-206.861,-504.829,1253.93,-324.112,-512.753,1241.06,-177.792,-498.102,1215.37,-240.842,-504.56300000000005,1110.91,1.1318052,-5.5513487,8.094919,-4.34,-1.05,-0.84000003
120,2021-07-26 15:58:17.6,-395.94800000000004,103.79299999999999,1237.86,-410.939,-60.7384,1218.75,-393.661,-191.43,1201.44,-335.666,-384.19,1180.41,-352.194,-358.009,1214.02,-368.06800000000004,-349.65,1346.07,-367.57099999999997,-201.30200000000002,1556.68,-159.972,-183.238,1614.35,-92.6774,-219.606,1661.33,-2.6851700000000003,-240.99400000000003,1701.21,-63.3268,-235.453,1658.36,-340.16,-347.191,1153.4,-315.814,-299.497,1043.12,-251.94099999999997,-45.2565,1056.57,-95.3083,-73.6886,1206.9,-24.9971,-86.9862,1271.87,62.0572,-86.1312,1319.03,-12.8307,-129.00799999999998,1277.96,-389.81699999999995,93.461,1322.0,-50.5873,212.08599999999998,1422.66,-240.791,502.395,1340.48,-158.185,644.994,1282.67,-401.476,113.109,1161.98,-100.027,263.322,1002.15,-256.519,547.116,1159.86,-198.925,693.334,1126.37,-302.415,-452.52099999999996,1175.51,-171.49200000000002,-463.51099999999997,1247.47,-203.175,-504.931,1249.27,-319.953,-521.6619999999999,1242.25,-177.12099999999998,-493.11199999999997,1209.81,-245.635,-497.43,1108.78,1.2107682,-5.4125648,8.169096000000001,-0.21000001,2.31,0.35
121,2021-07-26 15:58:17.8,-396.631,104.359,1239.6,-410.455,-59.8785,1220.46,-391.74,-189.953,1202.4,-330.884,-380.909,1177.84,-347.092,-355.48800000000006,1212.03,-359.847,-348.13699999999994,1344.17,-360.705,-204.889,1557.55,-154.46200000000002,-182.505,1616.67,-96.3813,-218.50799999999998,1674.56,-14.3317,-240.595,1728.22,-86.2708,-248.38,1701.8,-336.63599999999997,-343.775,1151.44,-315.573,-295.195,1041.19,-251.507,-41.8341,1057.97,-96.0556,-71.5911,1208.52,-24.8388,-86.8989,1271.71,62.4233,-86.3453,1317.99,-12.4848,-128.92700000000002,1276.81,-388.42900000000003,93.9101,1323.35,-49.7316,214.015,1420.77,-241.833,502.565,1340.43,-158.56799999999998,644.357,1282.82,-404.028,113.78200000000001,1164.07,-105.53200000000001,263.26,1000.09,-256.189,547.558,1160.63,-199.679,694.09,1128.5,-296.597,-448.398,1171.4,-168.324,-466.532,1245.91,-203.733,-504.467,1250.03,-321.224,-510.57,1242.29,-176.352,-497.973,1210.38,-243.813,-502.905,1109.02,1.1581261,-5.4436717,8.193025,-1.75,1.89,-1.26
122,2021-07-26 15:58:17.9,-396.23699999999997,103.822,1242.07,-409.287,-60.4097,1221.45,-390.32,-190.40200000000002,1202.46,-331.11,-382.119,1178.73,-347.463,-356.486,1212.74,-363.434,-350.00800000000004,1344.66,-368.72,-203.704,1556.1,-162.033,-182.014,1614.43,-102.708,-217.162,1671.66,-20.2747,-236.722,1725.83,-105.53200000000001,-249.071,1713.22,-336.175,-344.92699999999996,1152.23,-314.869,-297.16900000000004,1041.57,-251.725,-43.3761,1057.97,-95.8234,-71.417,1208.59,-25.0899,-86.7866,1272.39,61.9924,-86.6883,1319.16,-12.5406,-128.875,1276.91,-388.56199999999995,92.6975,1325.84,-49.2849,213.049,1421.85,-240.614,502.04400000000004,1340.26,-158.705,644.692,1282.47,-403.158,113.853,1166.52,-106.65299999999999,264.801,999.7560000000001,-256.758,548.826,1161.81,-200.673,696.502,1133.93,-297.423,-450.005,1172.74,-168.30599999999998,-463.223,1247.02,-201.929,-502.847,1250.61,-319.09,-514.309,1242.78,-174.892,-494.51099999999997,1211.02,-242.169,-501.12800000000004,1109.54,1.1413764,-5.630312,8.324631,-4.69,-0.49,-1.4
123,2021-07-26 15:58:18.1,-396.066,104.206,1237.77,-410.14099999999996,-59.9249,1217.53,-392.38599999999997,-190.11599999999999,1199.08,-331.089,-381.13699999999994,1175.69,-347.769,-355.653,1209.62,-363.43300000000005,-348.365,1341.49,-367.325,-202.78900000000002,1553.34,-161.52700000000002,-182.446,1614.91,-103.895,-216.892,1674.22,-22.4652,-237.043,1729.61,-107.053,-247.35,1715.65,-336.51099999999997,-344.046,1149.14,-314.7,-295.705,1038.89,-251.84,-42.1145,1057.76,-95.5755,-74.0838,1207.1,-25.0559,-87.1461,1271.59,61.9763,-85.8069,1318.36,-12.7628,-128.965,1277.79,-389.10400000000004,93.2737,1321.6,-50.5877,211.40200000000002,1422.39,-239.449,502.44699999999995,1342.94,-158.71,644.761,1282.93,-402.344,114.064,1162.18,-102.956,263.22700000000003,999.31,-256.065,546.711,1159.19,-198.838,692.444,1124.57,-296.673,-448.63699999999994,1169.83,-168.679,-465.23400000000004,1245.26,-203.19299999999998,-504.10900000000004,1248.22,-320.452,-512.906,1239.16,-175.593,-496.10400000000004,1208.98,-241.956,-500.514,1106.84,2.132005,-8.410772,8.092526,-65.03,-35.7,-6.3
124,2021-07-26 15:58:18.2,-396.519,104.626,1237.99,-410.413,-59.4785,1217.73,-392.44199999999995,-189.604,1199.25,-330.76800000000003,-380.43300000000005,1175.68,-347.483,-355.01599999999996,1209.64,-363.06,-347.907,1341.49,-367.022,-202.571,1553.44,-161.092,-182.237,1614.38,-102.31200000000001,-218.65,1671.31,-19.757,-240.76,1724.18,-101.99700000000001,-246.899,1712.16,-336.277,-343.341,1149.17,-314.776,-294.5,1039.11,-252.665,-40.8782,1059.16,-95.9503,-73.2924,1207.86,-25.2289,-86.7128,1272.03,61.9676,-85.6991,1318.44,-13.2144,-128.86,1278.3,-389.52,93.68700000000001,1321.8,-51.1413,212.968,1421.36,-241.00099999999998,503.501,1342.81,-159.37,645.84,1284.19,-402.83,114.48899999999999,1162.42,-103.896,264.718,999.898,-256.328,548.496,1159.71,-199.195,694.7189999999999,1127.24,-296.221,-447.84,1169.76,-167.895,-464.279,1244.58,-202.472,-503.04900000000004,1247.96,-319.769,-511.63,1239.58,-175.07,-495.34,1208.54,-241.97,-500.199,1106.8,1.6510476000000005,-2.4358933,7.470391999999999,38.01,2.8700001,-12.74
125,2021-07-26 15:58:18.4,-396.273,103.89200000000001,1239.83,-409.545,-59.7181,1219.19,-391.10699999999997,-189.33700000000002,1200.43,-330.519,-379.827,1176.44,-346.88199999999995,-354.44300000000004,1210.41,-361.50199999999995,-347.031,1341.96,-363.99800000000005,-201.912,1553.15,-159.257,-183.805,1616.5,-99.3534,-216.695,1673.98,-17.6251,-233.83599999999998,1729.36,-70.7277,-207.74400000000003,1693.5,-336.019,-342.806,1150.07,-315.793,-294.245,1040.05,-251.915,-41.6878,1057.7,-95.8671,-74.5512,1206.05,-25.3984,-85.9962,1270.45,60.3148,-80.3004,1318.63,-12.8497,-129.19899999999998,1278.48,-389.30699999999996,92.7904,1323.36,-51.693000000000005,212.74900000000002,1420.56,-240.39700000000002,502.499,1341.1,-158.915,644.534,1283.08,-402.55400000000003,113.90299999999999,1164.5,-106.348,264.62,999.9730000000001,-256.269,548.004,1160.46,-200.429,695.0039999999999,1131.82,-296.379,-447.168,1170.29,-169.06599999999997,-460.05800000000005,1246.64,-203.31099999999998,-498.816,1251.02,-320.111,-508.483,1241.84,-175.657,-492.30300000000005,1211.73,-241.324,-501.131,1109.89,1.3399806,-3.5174491000000003,9.145369,4.83,-3.08,-4.13
126,2021-07-26 15:58:18.5,-396.272,103.891,1239.83,-409.54400000000004,-59.7191,1219.19,-391.10699999999997,-189.338,1200.42,-330.52,-379.829,1176.44,-346.884,-354.444,1210.41,-361.50300000000004,-347.032,1341.96,-363.999,-201.91099999999997,1553.15,-159.256,-183.80900000000003,1616.49,-99.344,-216.71599999999998,1673.95,-17.6078,-233.877,1729.31,-70.7079,-207.791,1693.45,-336.02099999999996,-342.80699999999996,1150.07,-315.79400000000004,-294.244,1040.05,-251.91299999999998,-41.6884,1057.7,-95.8659,-74.5574,1206.05,-25.398000000000003,-86.0062,1270.45,60.3152,-80.3148,1318.63,-12.8514,-129.209,1278.48,-389.306,92.7893,1323.36,-51.6914,212.745,1420.55,-240.392,502.49699999999996,1341.1,-158.909,644.5319999999999,1283.08,-402.55300000000005,113.902,1164.5,-106.346,264.615,999.97,-256.264,548.002,1160.46,-200.418,694.998,1131.8,-296.381,-447.16900000000004,1170.29,-169.06799999999998,-460.064,1246.64,-203.315,-498.82099999999997,1251.02,-320.115,-508.48400000000004,1241.84,-175.66099999999997,-492.30800000000005,1211.73,-241.328,-501.134,1109.89,1.5720843999999998,-3.6083763,9.413363,0.49,-1.26,0.35
127,2021-07-26 15:58:18.7,-396.27099999999996,103.891,1239.83,-409.54400000000004,-59.7194,1219.19,-391.10699999999997,-189.338,1200.42,-330.52,-379.83,1176.44,-346.884,-354.445,1210.41,-361.50300000000004,-347.033,1341.96,-363.999,-201.91099999999997,1553.15,-159.255,-183.81,1616.49,-99.3413,-216.72099999999998,1673.94,-17.6068,-233.896,1729.3,-70.7003,-207.808,1693.43,-336.02,-342.80800000000005,1150.07,-315.793,-294.244,1040.05,-251.912,-41.6883,1057.71,-95.8648,-74.5587,1206.06,-25.3968,-86.0084,1270.45,60.3166,-80.3175,1318.63,-12.8495,-129.21200000000002,1278.48,-389.305,92.7893,1323.36,-51.6902,212.747,1420.55,-240.394,502.49699999999996,1341.1,-158.912,644.5319999999999,1283.07,-402.55300000000005,113.902,1164.5,-106.345,264.615,999.97,-256.262,548.004,1160.45,-200.41400000000002,694.998,1131.8,-296.381,-447.17,1170.29,-169.071,-460.07,1246.64,-203.31900000000002,-498.82599999999996,1251.02,-320.12,-508.48400000000004,1241.83,-175.66299999999998,-492.315,1211.73,-241.328,-501.13800000000003,1109.89,1.2610173999999998,-3.4983065000000004,8.95155,-13.440001,-3.85,4.55
128,2021-07-26 15:58:18.8,-396.27099999999996,103.891,1239.83,-409.54400000000004,-59.7194,1219.19,-391.10699999999997,-189.338,1200.42,-330.52,-379.83,1176.44,-346.884,-354.445,1210.41,-361.50300000000004,-347.033,1341.96,-363.999,-201.91099999999997,1553.15,-159.255,-183.81,1616.49,-99.3413,-216.72099999999998,1673.94,-17.6068,-233.896,1729.3,-70.7003,-207.808,1693.43,-336.02,-342.80800000000005,1150.07,-315.793,-294.244,1040.05,-251.912,-41.6883,1057.71,-95.8648,-74.5587,1206.06,-25.3968,-86.0084,1270.45,60.3166,-80.3175,1318.63,-12.8495,-129.21200000000002,1278.48,-389.305,92.7893,1323.36,-51.6902,212.747,1420.55,-240.394,502.49699999999996,1341.1,-158.912,644.5319999999999,1283.07,-402.55300000000005,113.902,1164.5,-106.345,264.615,999.97,-256.262,548.004,1160.45,-200.41400000000002,694.998,1131.8,-296.381,-447.17,1170.29,-169.071,-460.07,1246.64,-203.31900000000002,-498.82599999999996,1251.02,-320.12,-508.48400000000004,1241.83,-175.66299999999998,-492.315,1211.73,-241.328,-501.13800000000003,1109.89,1.7180467,-3.830909,8.62134,3.43,1.4,13.65
129,2021-07-26 15:58:19.3,-396.27099999999996,103.891,1239.83,-409.54400000000004,-59.7194,1219.19,-391.10699999999997,-189.338,1200.42,-330.52,-379.83,1176.44,-346.884,-354.445,1210.41,-361.50300000000004,-347.033,1341.96,-363.999,-201.91099999999997,1553.15,-159.255,-183.81,1616.49,-99.3413,-216.72099999999998,1673.94,-17.6068,-233.896,1729.3,-70.7003,-207.808,1693.43,-336.02,-342.80800000000005,1150.07,-315.793,-294.244,1040.05,-251.912,-41.6883,1057.71,-95.8648,-74.5587,1206.06,-25.3968,-86.0084,1270.45,60.3166,-80.3175,1318.63,-12.8495,-129.21200000000002,1278.48,-389.305,92.7893,1323.36,-51.6902,212.747,1420.55,-240.394,502.49699999999996,1341.1,-158.912,644.5319999999999,1283.07,-402.55300000000005,113.902,1164.5,-106.345,264.615,999.97,-256.262,548.004,1160.45,-200.41400000000002,694.998,1131.8,-296.381,-447.17,1170.29,-169.071,-460.07,1246.64,-203.31900000000002,-498.82599999999996,1251.02,-320.12,-508.48400000000004,1241.83,-175.66299999999998,-492.315,1211.73,-241.328,-501.13800000000003,1109.89,0.689133,-5.8360944,7.733603,-11.34,17.57,-2.03
130,2021-07-26 15:58:19.1,-396.25199999999995,103.854,1239.81,-409.542,-59.7707,1219.16,-391.149,-189.408,1200.39,-330.68199999999996,-379.952,1176.35,-347.017,-354.56,1210.33,-361.496,-347.153,1341.91,-363.44800000000004,-202.005,1553.12,-158.45600000000002,-184.37900000000002,1615.86,-97.88,-217.903,1672.27,-15.2087,-235.054,1726.25,-68.7562,-209.915,1690.84,-336.17199999999997,-342.91900000000004,1149.98,-315.964,-294.32599999999996,1039.95,-251.90599999999998,-41.7931,1057.69,-95.791,-74.842,1205.96,-25.2836,-86.3904,1270.31,60.4841,-80.8181,1318.43,-12.7831,-129.591,1278.33,-389.275,92.7456,1323.35,-51.6056,212.69799999999998,1420.5,-240.331,502.48699999999997,1341.08,-158.84799999999998,644.531,1283.03,-402.54400000000004,113.87100000000001,1164.48,-106.302,264.572,999.913,-256.188,547.996,1160.45,-200.30700000000002,694.992,1131.77,-296.58299999999997,-447.319,1170.17,-169.487,-460.769,1246.81,-203.933,-499.36,1251.15,-320.77099999999996,-508.467,1241.72,-176.16,-493.01300000000003,1211.91,-241.65400000000002,-501.60400000000004,1109.92,1.6366906,-5.804988,7.853244,-27.93,7.42,4.27
132,2021-07-26 15:58:19.4,-395.491,103.661,1238.81,-409.097,-60.4526,1218.57,-391.07099999999997,-190.571,1200.17,-331.457,-382.034,1176.64,-347.731,-356.392,1210.63,-362.07800000000003,-347.977,1342.53,-360.098,-202.734,1554.54,-154.532,-188.41299999999998,1618.29,-87.1443,-223.828,1665.45,2.38444,-243.025,1706.85,-59.2696,-239.024,1674.48,-336.73400000000004,-344.94,1150.09,-316.444,-295.663,1040.01,-252.738,-42.315,1058.07,-96.0961,-74.0787,1206.95,-26.1621,-86.7009,1272.12,59.9642,-83.6534,1320.39,-12.3863,-130.523,1276.44,-388.68199999999996,92.7566,1322.63,-50.2595,211.787,1422.21,-239.303,502.385,1342.09,-158.63299999999998,645.2819999999999,1283.55,-401.631,113.494,1163.23,-102.99,262.578,999.205,-255.75400000000002,546.428,1158.49,-198.56099999999998,692.0930000000001,1123.77,-297.627,-449.791,1170.65,-171.68400000000003,-469.05800000000005,1248.75,-208.002,-506.13199999999995,1252.76,-325.362,-509.897,1242.17,-179.50799999999998,-501.069,1213.69,-244.50900000000001,-506.722,1110.78,0.67956156,-6.128019,7.8317084,-4.34,4.83,-0.7
133,2021-07-26 15:58:19.6,-397.335,103.055,1239.57,-411.31199999999995,-61.4268,1219.08,-393.332,-191.855,1200.4,-333.691,-383.691,1175.56,-349.74699999999996,-358.12699999999995,1209.87,-363.587,-348.471,1342.08,-362.39300000000003,-202.81799999999998,1554.61,-156.555,-186.937,1618.98,-94.1338,-222.50799999999998,1672.82,-7.906969999999999,-244.708,1719.96,-76.1884,-248.24200000000002,1693.25,-339.20099999999996,-346.397,1149.14,-319.695,-296.35,1038.91,-254.042,-42.9401,1058.77,-95.6762,-72.5604,1207.09,-25.4076,-87.1098,1271.87,61.3703,-86.3574,1319.57,-12.0074,-129.55100000000002,1275.51,-390.287,91.9933,1323.57,-51.0285,212.38299999999998,1422.23,-242.143,501.728,1338.53,-158.025,643.874,1281.71,-403.689,113.029,1163.83,-105.042,264.752,1000.08,-256.501,549.957,1160.26,-197.61,695.663,1126.68,-299.8,-451.584,1169.02,-174.176,-470.394,1248.46,-210.542,-507.62699999999995,1252.29,-328.098,-511.68300000000005,1240.66,-181.648,-502.61,1213.35,-245.912,-508.731,1109.64,0.5168497000000001,-6.3768725,7.5996046,8.82,13.16,6.16
134,2021-07-26 15:58:19.7,-397.07800000000003,103.617,1241.74,-410.616,-61.3431,1220.89,-391.134,-191.87900000000002,1201.73,-333.17400000000004,-384.61699999999996,1175.17,-348.916,-359.089,1209.83,-363.582,-351.464,1342.47,-362.556,-207.018,1556.73,-155.806,-181.676,1617.13,-98.861,-218.511,1676.35,-18.1814,-240.354,1733.12,-98.6455,-249.989,1713.74,-338.454,-346.971,1148.97,-319.99,-297.405,1037.96,-254.847,-43.0732,1057.76,-96.2877,-71.3362,1207.08,-25.2509,-86.7389,1271.23,62.2041,-86.5612,1318.29,-12.594000000000001,-128.757,1275.84,-389.625,92.3676,1325.92,-48.082,212.525,1421.01,-241.86599999999999,502.06,1339.74,-158.138,644.576,1281.73,-403.79900000000004,113.76100000000001,1165.82,-104.339,263.563,999.35,-257.127,548.319,1161.42,-199.75599999999997,696.068,1132.18,-299.834,-452.963,1167.99,-173.562,-469.501,1247.73,-210.347,-506.29900000000004,1253.39,-328.34,-509.777,1242.55,-181.55200000000002,-503.246,1214.0,-246.65599999999998,-513.32,1110.7,0.124426775,-5.9126644,7.6594253,6.37,8.19,7.91
135,2021-07-26 15:58:19.9,-396.67900000000003,103.02799999999999,1238.44,-410.76300000000003,-61.9921,1218.75,-392.305,-192.82299999999998,1200.82,-332.366,-385.19599999999997,1176.43,-348.461,-359.476,1210.77,-362.069,-349.76,1343.36,-363.251,-203.498,1556.31,-156.191,-183.476,1617.47,-99.024,-217.78099999999998,1677.96,-17.8298,-237.888,1734.6,-100.882,-249.28400000000002,1717.15,-337.94199999999995,-347.884,1149.83,-319.286,-297.976,1039.03,-254.792,-43.4598,1057.83,-96.3328,-70.6807,1207.37,-25.5276,-85.6737,1271.85,61.528999999999996,-84.5434,1319.58,-11.9821,-129.752,1274.94,-390.069,92.4018,1322.76,-49.5487,211.12400000000002,1422.88,-240.278,502.20099999999996,1340.23,-157.881,644.876,1280.84,-402.64,112.61,1162.41,-101.24600000000001,262.939,1000.13,-256.807,547.205,1160.24,-197.743,693.2589999999999,1126.4,-298.334,-453.26199999999994,1170.04,-171.671,-470.966,1248.85,-208.832,-507.298,1254.94,-326.914,-509.42900000000003,1245.04,-180.31900000000002,-504.741,1215.32,-246.331,-514.4540000000001,1112.6,-0.17706887,-5.680561,8.047063,16.1,8.47,17.78
136,2021-07-26 15:58:20.6,-397.903,103.45700000000001,1242.58,-411.235,-61.395,1221.24,-391.24199999999996,-191.783,1201.92,-332.00300000000004,-384.17800000000005,1176.27,-348.102,-358.657,1210.75,-363.832,-350.339,1343.18,-362.83,-205.077,1556.77,-156.07299999999998,-182.19799999999998,1617.84,-100.462,-219.17700000000002,1678.19,-22.2796,-239.304,1738.88,-101.044,-247.218,1718.6,-337.344,-346.65,1149.95,-318.611,-296.215,1039.42,-254.31599999999997,-41.6838,1058.15,-95.6459,-71.3634,1206.95,-25.5714,-86.6392,1272.13,61.2825,-86.729,1320.22,-12.1193,-129.251,1275.08,-391.20099999999996,92.0147,1326.77,-49.5331,211.88099999999997,1421.25,-241.74900000000002,502.61400000000003,1341.1,-158.275,645.188,1283.05,-403.94599999999997,113.77600000000001,1166.66,-104.96600000000001,263.629,999.673,-256.883,548.683,1161.75,-200.10299999999998,696.5039999999999,1132.04,-298.228,-452.32,1169.49,-172.50799999999998,-469.066,1249.95,-209.696,-505.371,1255.97,-327.633,-507.74,1244.7,-180.722,-503.18699999999995,1216.68,-245.49099999999999,-514.028,1113.3,-0.90209407,-5.4819565,8.188239,3.29,-3.3600001000000006,5.39
137,2021-07-26 15:58:20.2,-397.655,103.274,1240.94,-410.95,-61.2451,1220.5,-390.98,-191.355,1201.76,-331.833,-383.286,1176.73,-347.73699999999997,-357.69699999999995,1211.08,-361.599,-348.504,1343.3,-361.676,-204.065,1556.62,-155.06799999999998,-182.44,1616.58,-98.234,-216.39700000000002,1677.2,-19.347,-233.28599999999997,1737.52,-107.41799999999999,-248.528,1722.43,-337.334,-345.981,1150.33,-317.80400000000003,-297.211,1039.56,-254.188,-43.2453,1058.39,-95.7196,-70.9315,1206.92,-25.2058,-87.0281,1271.04,61.0882,-85.6233,1319.56,-12.8579,-129.564,1276.44,-390.545,92.2673,1324.92,-49.9473,211.358,1420.27,-240.708,502.283,1341.63,-158.624,645.121,1283.66,-404.06699999999995,113.198,1165.2,-104.80799999999999,262.45599999999996,1000.43,-256.577,547.5219999999999,1160.45,-199.502,694.625,1130.1,-298.113,-451.24,1170.08,-172.829,-465.21,1251.01,-209.54,-501.716,1257.51,-327.09,-505.556,1245.93,-180.53599999999997,-499.88300000000004,1218.38,-244.65900000000002,-513.139,1115.27,-0.7130611,-5.5920267,7.999206,1.75,1.61,12.18
138,2021-07-26 15:58:20.7,-397.69699999999995,103.235,1240.89,-411.046,-61.3116,1220.41,-391.19699999999995,-191.465,1201.63,-332.345,-383.499,1176.34,-348.181,-357.917,1210.74,-361.778,-348.89300000000003,1343.03,-360.806,-204.856,1556.68,-153.80700000000002,-184.21599999999998,1615.81,-95.4303,-218.981,1674.51,-14.377,-235.014,1732.17,-98.0564,-251.58900000000003,1715.23,-337.819,-346.15,1149.98,-318.32,-297.217,1039.25,-254.301,-43.3128,1058.34,-95.7835,-71.3662,1206.83,-25.3701,-87.5933,1271.06,60.8858,-86.3769,1319.7,-13.1274,-130.066,1276.52,-390.561,92.2025,1324.89,-49.8138,211.248,1420.09,-240.666,502.216,1341.46,-158.649,645.012,1283.18,-404.131,113.18299999999999,1165.15,-104.88799999999999,262.426,1000.15,-256.494,547.572,1160.36,-199.44099999999997,694.7289999999999,1130.04,-298.725,-451.51099999999997,1169.59,-173.041,-466.624,1249.74,-209.92700000000002,-502.969,1256.25,-327.585,-506.093,1245.31,-181.127,-501.082,1216.96,-245.91400000000002,-513.418,1114.13,-0.85902333,-5.290531,8.288737,5.32,-0.7,4.13
